url,product_name,product_code,sku,price,availability,product_quantity,description,status
https://globepestsolutions.com.au/stopodour-odour-remover-bag,StopOdour Odour Remover Bag,,,,Availability:In stockAdd to Wish List,,"StopOdour Odour Remover Bags help absorb unwanted smells like dead animal smells, urine and faeces odours. The odour remover bags absorb foul odours like a sponge and have no fragrance or cover-up. Th...",success
https://globepestsolutions.com.au/stopodours-odour-neutraliser-gel-pod,StopOdours Odour Neutraliser Gel Pod,,,,Availability:In stockAdd to Wish List,,"The StopOdours Odour Neutraliser Gel Pod contains natural essential oils designed to eliminate malodours. As used by professionals to remove malodors caused by pet urine, dead rodents, smoke and dampn...",success
https://globepestsolutions.com.au/snap-e-rat-trap,Snap E Rat Trap,,,,Availability:In stockAdd to Wish List,,"The Snap E Rat Trap is a durable spring-loaded rat trap designed to efficiently eliminate rodents.The Snap E Rat Trap can be set up using one simple motion, and the same motion provides no-touch dispo...",success
https://globepestsolutions.com.au/sx-mouse-bait-station-100-pack,SX Mouse Bait Station (100 Pack),,,,Availability:In stockAdd to Wish List,,The SX Mouse Bait Station is possibly the best value mouse bait box available in the market. These bait stations are manufactured with tough polypropylene and come with a secure lock to reduce access ...,success
https://globepestsolutions.com.au/snap-e-mouse-trap,Snap E Mouse Trap,,,,Availability:In stockAdd to Wish List,,"Mouse Trap is ideal for commercial and residential clients, offering pest managers easy use on the job. It sets in one motion which also provides ""no-touch"" disposal of the captured mouse. The Mouse T...",success
https://globepestsolutions.com.au/sx-rodent-station-key,SX Rodent Station Key,,,,Availability:In stockAdd to Wish List,,"The SX Rodent Station Key is a specially designed access key for quickly and securely opening SX Rodent Bait Stations, including models PAT219 and PAT229.Built for durability and ease of use, this key...",success
https://globepestsolutions.com.au/sx-clear-trap-in-a-box-rat-station,SX Clear Trap-In-A-Box Rat Station,,,,Availability:In stockAdd to Wish List,,"The SX Clear Trap-In-A-Box Rat Trap Station is a ready to use unit for trapping rats, pre-assembled with a Snap-E rat trap inside.SX Trap-in-a-Box features a pull cord allowing the trap to be set from...",success
https://globepestsolutions.com.au/storgard-dome-ultra-combi-quick-change-kit,Storgard Dome Ultra Combi Quick Change Kit,,,,Availability:In stockAdd to Wish List,,"The Storgard Dome Ultra Combi Quick Change monitoring system is a pre-baited, high-powered, and cost-effective method of detecting beetle activity at the earliest possible stages. It uses synthetic se...",success
https://globepestsolutions.com.au/storgard-dome-ultra-combi-refill-kit,Storgard Dome Ultra Combi Refill Kit (Pack of 6),,,,Availability:In stockAdd to Wish List,,"Pack of 6 refills for the Storgard Dome Ultra Combi Quick Change monitoring system.The Storgard Dome Ultra Combi Quick Change Kit monitoring systems for 30+ beetles is a pre-baited, high powered and c...",success
https://globepestsolutions.com.au/pestwest-cardboard-glue-boards-pk6,PestWest Cardboard Glue Boards (Pk6),,,,Availability:In stockAdd to Wish List,,PestWest Cardboard Glue Boards are premium quality glue board for the monitoring of flying insects within UV glue board fly trap units.These glue boards are non-toxic and will trap any unwanted insect...,success
https://globepestsolutions.com.au/multi-catch-mouse-trap,Multi Catch Mouse Trap,,,,Availability:In stockAdd to Wish List,,Heavy-gauge galvanized steel multi-catch mouse trap which is able to hold up to 30 mice before resetting.,success
